DATE,OPEN,CLOSE,HIGH,LOW,LTP,VOLUME,VALUE,NO OF TRADES
2023-02-23,2378.0,2367.5,2394.75,2361.35,2366.5,4546655,10807833963.95,176202
2023-02-22,2425.95,2378.9,2430.0,2375.05,2377.0,5087729,12188888236.7,204778
2023-02-21,2424.0,2434.1,2446.8,2412.35,2435.2,6143298,14916458652.9,190616
2023-02-20,2445.0,2414.4,2449.75,2410.1,2414.7,4078245,9908416474.3,169244
2023-02-17,2420.0,2440.2,2447.5,2410.6,2438.0,5450092,13260980980.85,172321
2023-02-16,2449.45,2430.05,2463.8,2425.05,2427.5,7967558,19483314957.8,320609
2023-02-15,2376.0,2431.95,2437.2,2373.0,2435.05,15461902,37379921255.85,338567
2023-02-14,2329.95,2378.1,2381.9,2323.65,2380.0,6609564,15635420227.95,227277
2023-02-13,2340.2,2323.35,2350.0,2313.55,2324.6,4777674,11100881219.9,151763
2023-02-10,2354.9,2336.65,2354.9,2321.3,2336.5,4979789,11611724209.05,188258
2023-02-09,2353.45,2356.05,2370.85,2334.0,2353.6,6079228,14316005705.25,264097
2023-02-08,2313.0,2351.95,2359.9,2307.0,2349.65,9765490,22899822662.1,283018
2023-02-07,2312.0,2305.9,2327.4,2293.0,2304.3,6985001,16151225520.2,281342
2023-02-06,2315.0,2311.45,2321.0,2305.8,2312.9,6847679,15831318495.45,293805
2023-02-03,2349.0,2329.0,2349.0,2293.0,2330.0,11398850,26432510094.95,406488
2023-02-02,2318.0,2326.95,2348.0,2311.0,2325.0,6305317,14659321464.4,275957
2023-02-01,2379.95,2339.9,2379.95,2305.0,2340.0,8929007,20995229704.3,312582
2023-01-31,2382.0,2353.85,2387.65,2341.0,2356.65,10472167,24656384337.05,348674
2023-01-30,2331.7,2359.75,2371.9,2301.0,2363.55,10047822,23521008144.6,312077
2023-01-27,2384.4,2337.35,2387.35,2311.65,2339.0,11920991,27866937052.4,456285
2023-01-25,2412.45,2382.55,2414.7,2380.0,2384.0,5715684,13674734133.05,334425
2023-01-24,2440.0,2415.95,2443.65,2387.35,2413.0,7609558,18371644661.35,232964
2023-01-23,2449.0,2430.3,2466.2,2425.0,2428.0,5055324,12336710126.65,218454
2023-01-20,2475.0,2442.65,2475.0,2437.25,2443.0,6890325,16897629055.85,229958
2023-01-19,2472.9,2472.05,2481.15,2456.65,2469.0,5510333,13623898939.8,153940
2023-01-18,2473.5,2474.7,2491.1,2460.35,2474.7,6206382,15372236749.05,185546
2023-01-17,2458.0,2478.8,2483.0,2450.6,2478.4,4961585,12239650262.85,205841
2023-01-16,2472.7,2444.1,2479.65,2427.0,2444.5,6287407,15373325638.55,174901
2023-01-13,2458.4,2467.6,2472.9,2434.6,2467.9,9515473,23358292572.35,328122
2023-01-12,2524.85,2471.6,2532.5,2465.0,2475.0,8163366,20306272476.25,340401
2023-01-11,2552.5,2526.15,2558.0,2521.1,2525.0,5311657,13459164952.45,208828
2023-01-10,2606.0,2558.4,2606.0,2546.0,2561.95,3713755,9539991868.55,234537
2023-01-09,2545.3,2596.8,2602.0,2543.35,2594.0,4948549,12779628419.65,254220
2023-01-06,2526.65,2536.9,2547.95,2518.3,2537.0,2930338,7428125091.15,157118
2023-01-05,2523.5,2514.05,2536.4,2504.0,2521.8,6293519,15837639744.3,197434
2023-01-04,2557.0,2518.55,2561.05,2514.0,2516.65,4275746,10816399502.15,182754
2023-01-03,2565.05,2557.05,2573.0,2547.8,2555.8,3534596,9043199290.7,135268
2023-01-02,2550.0,2575.9,2579.0,2548.2,2577.9,2453414,6292210762.05,97175
2022-12-30,2545.1,2547.2,2577.0,2541.1,2547.0,3364092,8611163857.75,147642
2022-12-29,2527.0,2543.3,2548.9,2525.5,2544.95,3198493,8114144680.25,124496
2022-12-28,2538.0,2544.45,2549.8,2521.5,2542.0,3442509,8735979365.75,158888
